ticket_id,created_at,first_response_at,resolved_at,priority,status,channel,category_id,assigned_agent_id,requester_department,affected_service,summary,description,escalated,outage_related
305,2024-01-21 22:50:22,2024-01-22 05:36:34.418933749,2024-01-22 17:21:18.502202687,P4,resolved,chat,3,4,IT,network,Slack notifications delayed for customer support queue.,Slack notifications delayed for customer support queue. Reported by Earl from Finance.,False,False
306,2024-01-21 23:48:09,2024-01-22 06:10:01.462187254,2024-01-22 20:52:29.906324068,P3,closed,email,3,8,Sales,network,Teams channels inaccessible during tenant incident.,Teams channels inaccessible during tenant incident. Reported by David from Sales.,False,False
307,2024-01-22 00:38:33,2024-01-22 15:39:50.801218135,2024-01-23 07:26:59.147613992,P4,resolved,email,8,6,IT,voice,Intune enrollment stuck on compliance evaluation.,Intune enrollment stuck on compliance evaluation. Reported by Kyle from Operations.,False,False
308,2024-01-22 01:18:05,2024-01-22 04:00:02.368850658,2024-01-22 22:02:35.738582841,P3,resolved,email,6,2,Operations,peripherals,Docking station no longer drives dual monitors.,Docking station no longer drives dual monitors. Reported by Rachel from Finance.,False,False
309,2024-01-22 03:00:56,2024-01-22 06:09:23.313972418,,P3,in_progress,chat,2,5,HR,endpoint,MFA push not arriving on replacement phone.,MFA push not arriving on replacement phone. Reported by Laura from Sales.,False,False
310,2024-01-22 04:07:53,2024-01-22 05:27:26.796946456,2024-01-23 00:02:05.245056286,P3,resolved,portal,2,6,HR,endpoint,Docking station no longer drives dual monitors.,Docking station no longer drives dual monitors. Reported by Michelle from Warehouse.,False,False
311,2024-01-22 08:56:47,2024-01-22 14:29:23.799945990,2024-01-23 22:24:09.628145304,P4,closed,portal,1,3,Warehouse,identity,Slack notifications delayed for customer support queue.,Slack notifications delayed for customer support queue. Reported by Rachel from Finance.,False,False
312,2024-01-22 10:04:04,2024-01-22 16:56:59.187066452,2024-01-23 07:02:52.664219764,P3,resolved,email,2,2,Operations,endpoint,Barcode labels printing with incorrect dimensions.,Barcode labels printing with incorrect dimensions. Reported by Jason from Sales.,False,False
313,2024-01-22 10:24:50,2024-01-22 18:49:35.830897222,2024-01-25 03:57:05.272841490,P4,resolved,email,6,3,Operations,peripherals,Conference room display shows no HDMI signal.,Conference room display shows no HDMI signal. Reported by John from Sales.,True,False
314,2024-01-22 13:42:46,2024-01-22 15:53:13.146198586,,P3,in_progress,portal,1,1,IT,identity,Laptop blue-screened during payroll export.,Laptop blue-screened during payroll export. Reported by Curtis from Warehouse.,False,False
315,2024-01-22 15:12:50,2024-01-22 21:25:34.004267093,2024-01-23 06:12:49.088447459,P3,closed,email,2,3,Sales,endpoint,Cannot sign in to Okta after password reset.,Cannot sign in to Okta after password reset. Reported by Kimberly from Sales.,False,False
316,2024-01-22 17:18:47,2024-01-22 20:10:58.480890087,2024-01-25 15:14:27.406431404,P4,closed,chat,1,6,Warehouse,identity,Spam burst hit shared support inbox this morning.,Spam burst hit shared support inbox this morning. Reported by Nicole from Finance.,True,False
317,2024-01-22 18:49:07,2024-01-22 20:09:50.873190574,2024-01-22 22:06:14.396717236,P2,closed,portal,6,9,Warehouse,peripherals,Label printer feeds blank stock after maintenance.,Label printer feeds blank stock after maintenance. Reported by Richard from Operations.,False,False
318,2024-01-22 18:49:34,2024-01-22 21:01:29.405519630,2024-01-23 14:27:34.971495041,P3,resolved,phone,7,9,Operations,security,SSO certificate warning shown on benefits portal.,SSO certificate warning shown on benefits portal. Reported by Christine from HR.,False,False
319,2024-01-23 01:06:18,2024-01-23 03:03:43.386266048,2024-01-23 06:29:19.049853728,P2,resolved,email,5,7,Operations,business-apps,Outlook keeps prompting for password on Mac.,Outlook keeps prompting for password on Mac. Reported by Eric from HR.,False,False
320,2024-01-23 03:53:14,2024-01-23 12:34:29.607082648,2024-01-24 18:08:08.846666862,P4,resolved,portal,8,4,Sales,voice,Password reset loop continues after successful change.,Password reset loop continues after successful change. Reported by Sarah from Operations.,False,False
321,2024-01-23 04:41:19,2024-01-23 08:38:48.323004338,2024-01-23 17:29:01.731006258,P3,resolved,phone,6,10,HR,peripherals,BitLocker recovery key prompt appears at boot.,BitLocker recovery key prompt appears at boot. Reported by Michelle from Warehouse.,False,False
322,2024-01-23 05:41:19,2024-01-23 07:26:37.014016387,2024-01-23 19:30:29.627159814,P3,resolved,phone,7,10,IT,security,Conditional access policy locked out break-glass account.,Conditional access policy locked out break-glass account. Reported by Theresa from Warehouse.,False,False
323,2024-01-23 07:48:49,2024-01-23 10:29:06.599879509,2024-01-23 14:34:45.874778686,P2,resolved,portal,3,4,HR,network,Mailbox forwarding rule recreated after removal.,Mailbox forwarding rule recreated after removal. Reported by Lisa from Warehouse.,False,False
324,2024-01-23 08:07:52,2024-01-23 20:41:03.409315274,,P4,pending,email,7,1,Operations,security,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Nicole from Finance.,False,False
325,2024-01-23 09:49:56,2024-01-23 11:10:39.614502274,2024-01-24 08:43:58.808705960,P3,resolved,portal,6,5,Sales,peripherals,Email quarantine released but message still missing.,Email quarantine released but message still missing. Reported by Angel from Operations.,True,False
326,2024-01-23 13:31:16,2024-01-23 20:05:54.699637092,2024-01-24 05:41:25.891541174,P3,resolved,portal,1,5,HR,identity,Teams meeting room camera flickers after restart.,Teams meeting room camera flickers after restart. Reported by Jill from Sales.,False,False
327,2024-01-23 16:40:13,2024-01-23 19:37:34.761137771,2024-01-23 19:44:56.962795325,P2,resolved,email,1,7,Warehouse,identity,Outlook keeps prompting for password on Mac.,Outlook keeps prompting for password on Mac. Reported by Martin from Sales.,False,False
328,2024-01-23 17:42:02,2024-01-23 21:35:01.520896230,2024-01-24 07:56:23.788761113,P3,resolved,email,8,2,Warehouse,voice,Outlook keeps prompting for password on Mac.,Outlook keeps prompting for password on Mac. Reported by Sarah from Finance.,False,False
329,2024-01-23 21:43:43,2024-01-24 05:32:14.174502288,2024-01-24 11:19:59.251037110,P3,closed,portal,3,6,Finance,network,Print queue stalled for shipping label batch.,Print queue stalled for shipping label batch. Reported by Leah from Sales.,False,False
330,2024-01-24 01:23:53,2024-01-24 08:18:08.826359942,2024-01-25 02:06:19.432560328,P4,resolved,email,4,4,Warehouse,saas,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Michelle from Sales.,False,False
331,2024-01-24 03:07:46,2024-01-24 15:16:41.511069622,2024-01-25 04:30:45.845382140,P4,resolved,phone,7,5,Sales,security,Customer portal SSO redirects to blank page.,Customer portal SSO redirects to blank page. Reported by Lisa from Sales.,False,False
332,2024-01-24 06:05:40,2024-01-24 06:22:06.735451510,2024-01-24 07:22:48.166234652,P1,resolved,email,7,1,Finance,security,Cannot sign in to Okta after password reset.,Cannot sign in to Okta after password reset. Reported by Joseph from Sales.,True,False
333,2024-01-24 06:08:36,2024-01-24 11:01:30.029011555,2024-01-25 02:36:00.656472190,P3,closed,phone,1,6,Operations,identity,Single sign-on to HRIS returns invalid relay state.,Single sign-on to HRIS returns invalid relay state. Reported by Kristin from HR.,False,False
334,2024-01-24 06:26:48,2024-01-24 12:53:10.051741102,2024-01-24 20:44:32.377167152,P3,closed,portal,5,1,Sales,business-apps,Service account password expired on integration job.,Service account password expired on integration job. Reported by Daniel from HR.,False,False
335,2024-01-24 06:32:47,2024-01-24 07:21:38.731905057,2024-01-24 08:12:11.832191906,P1,resolved,phone,8,9,Finance,voice,Docking station no longer drives dual monitors.,Docking station no longer drives dual monitors. Reported by Monica from HR.,True,False
336,2024-01-24 07:29:44,2024-01-24 10:19:59.459640954,2024-01-24 15:54:17.676460643,P3,resolved,chat,3,8,Warehouse,network,Teams meeting room camera flickers after restart.,Teams meeting room camera flickers after restart. Reported by Michele from Warehouse.,False,False
337,2024-01-24 08:13:27,2024-01-24 15:35:52.302417567,2024-01-24 14:17:58.986219997,P3,resolved,email,5,10,Finance,business-apps,Intune enrollment stuck on compliance evaluation.,Intune enrollment stuck on compliance evaluation. Reported by Jeffrey from Finance.,False,False
338,2024-01-24 11:15:10,2024-01-25 02:31:43.407046681,2024-01-26 14:12:48.909598228,P4,resolved,email,3,7,Sales,network,Spam burst hit shared support inbox this morning.,Spam burst hit shared support inbox this morning. Reported by Lisa from Operations.,False,False
339,2024-01-24 11:50:42,2024-01-24 16:25:11.341868527,2024-01-24 20:59:41.877008487,P3,resolved,email,6,10,HR,peripherals,Service account password expired on integration job.,Service account password expired on integration job. Reported by Steven from Warehouse.,False,False
340,2024-01-24 16:08:03,2024-01-24 21:38:09.839027654,2024-01-25 02:40:45.145608883,P3,closed,chat,1,3,IT,identity,Password reset loop continues after successful change.,Password reset loop continues after successful change. Reported by Kevin from HR.,False,False
341,2024-01-24 16:53:27,2024-01-25 05:08:51.694221402,2024-01-25 16:12:19.728851808,P4,resolved,email,5,1,IT,business-apps,Service account password expired on integration job.,Service account password expired on integration job. Reported by Laura from Finance.,False,False
342,2024-01-24 17:59:18,2024-01-25 00:14:33.637639446,2024-01-25 03:18:31.940905335,P3,resolved,chat,4,10,IT,saas,Shared mailbox permissions disappeared overnight.,Shared mailbox permissions disappeared overnight. Reported by Jeremy from Sales.,False,False
343,2024-01-24 22:45:38,2024-01-25 00:25:02.904310338,2024-01-25 06:01:02.985543752,P2,resolved,chat,6,7,Sales,peripherals,Mailbox forwarding rule recreated after removal.,Mailbox forwarding rule recreated after removal. Reported by Andrew from Warehouse.,True,False
344,2024-01-24 23:22:44,2024-01-25 06:49:29.149314092,2024-01-25 06:05:27.744722530,P3,resolved,portal,4,7,IT,saas,VPN disconnects every 15 minutes on hotel Wi-Fi.,VPN disconnects every 15 minutes on hotel Wi-Fi. Reported by James from Sales.,False,False
345,2024-01-24 23:33:22,2024-01-25 17:53:21.226577546,2024-01-27 05:51:38.451474227,P4,resolved,portal,8,3,Finance,voice,Teams channels inaccessible during tenant incident.,Teams channels inaccessible during tenant incident. Reported by Mark from Warehouse.,False,False
346,2024-01-25 02:47:56,2024-01-25 07:17:43.406066172,2024-01-26 00:20:49.684964308,P3,closed,phone,8,4,HR,voice,Citrix launch freezes on black screen.,Citrix launch freezes on black screen. Reported by Michelle from Operations.,False,False
347,2024-01-25 03:12:47,2024-01-25 11:11:47.846354314,2024-01-25 21:25:28.130713944,P3,resolved,chat,3,7,Sales,network,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Tammy from Finance.,False,False
348,2024-01-25 06:28:20,2024-01-25 12:05:01.484939422,2024-01-25 22:35:55.465867814,P3,resolved,email,1,5,IT,identity,User cannot map shared drive from new laptop.,User cannot map shared drive from new laptop. Reported by Joshua from Sales.,False,False
349,2024-01-25 08:59:22,2024-01-25 13:21:52.760734223,2024-01-25 16:35:24.918183464,P3,resolved,email,4,1,HR,saas,Warehouse tablet battery draining within one shift.,Warehouse tablet battery draining within one shift. Reported by Darlene from HR.,False,False
350,2024-01-25 09:04:13,2024-01-25 10:30:33.264712075,2024-01-25 14:13:20.525259431,P2,resolved,portal,5,3,HR,business-apps,Warehouse scanner will not sync picks to WMS.,Warehouse scanner will not sync picks to WMS. Reported by Ricardo from Warehouse.,False,False
351,2024-01-25 09:40:49,2024-01-25 11:13:34.264449943,2024-01-26 02:19:37.056173713,P3,resolved,email,7,4,IT,security,Cannot sign in to Okta after password reset.,Cannot sign in to Okta after password reset. Reported by Tina from HR.,False,False
352,2024-01-25 10:39:29,2024-01-25 13:47:15.931746702,2024-01-27 02:11:05.456201908,P4,resolved,portal,5,9,HR,business-apps,Distribution center users cannot reach file server.,Distribution center users cannot reach file server. Reported by Amanda from Operations.,False,False
353,2024-01-25 11:59:27,2024-01-25 18:21:56.124211803,2024-01-27 00:07:57.089169186,P4,resolved,phone,5,4,Operations,business-apps,Cannot sign in to Okta after password reset.,Cannot sign in to Okta after password reset. Reported by Sheila from Warehouse.,False,False
354,2024-01-25 16:06:23,2024-01-25 17:12:55.937363226,,P2,pending,portal,1,5,IT,identity,Mailbox forwarding rule recreated after removal.,Mailbox forwarding rule recreated after removal. Reported by Darrell from Finance.,False,False
355,2024-01-25 16:47:00,2024-01-25 20:21:44.592716046,2024-01-26 15:39:32.057992275,P3,resolved,email,7,6,Warehouse,security,Conditional access policy locked out break-glass account.,Conditional access policy locked out break-glass account. Reported by Tara from Finance.,True,False
356,2024-01-25 17:49:49,2024-01-25 18:06:48.208479576,2024-01-25 20:00:20.578829755,P1,closed,email,3,2,Finance,network,New contractor needs temporary access to WMS.,New contractor needs temporary access to WMS. Reported by Gregory from HR.,True,False
357,2024-01-25 19:55:32,2024-01-26 02:14:22.257288414,2024-01-26 03:52:46.538807849,P3,resolved,phone,4,6,Sales,saas,New contractor needs temporary access to WMS.,New contractor needs temporary access to WMS. Reported by Sydney from HR.,False,False
358,2024-01-25 21:33:01,2024-01-26 14:13:18.532393340,2024-01-27 19:18:01.684084286,P4,closed,email,4,3,Operations,saas,Printer on dock 4 is stuck in offline state.,Printer on dock 4 is stuck in offline state. Reported by Joseph from Warehouse.,False,False
359,2024-01-26 00:49:41,2024-01-26 05:54:49.754689569,2024-01-26 17:12:25.716435406,P3,resolved,email,1,9,Finance,identity,Spam burst hit shared support inbox this morning.,Spam burst hit shared support inbox this morning. Reported by Daniel from HR.,False,False
360,2024-01-26 01:52:17,2024-01-26 04:58:45.025280882,,P4,in_progress,portal,4,3,IT,saas,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Ryan from Operations.,False,False
361,2024-01-26 01:54:14,2024-01-26 09:42:26.896203748,2024-01-26 17:33:11.074079915,P3,resolved,portal,4,4,IT,saas,Citrix launch freezes on black screen.,Citrix launch freezes on black screen. Reported by Jessica from Operations.,False,False
